Principal,First H,target
7.53333333333333,14.2666666666667,7.5
7.46666666666667,12.4666666666667,7.5
6.03333333333333,12.2666666666667,7
7,13.9333333333333,7
7.03333333333333,12.8666666666667,7
7,12.4,7
7.5,15.0666666666667,7
7,12.3,7
6.36666666666667,13.9,7
7,13.9,7
6.96666666666667,13.9,7
7,13.8333333333333,7
6.96666666666667,14.1666666666667,7
7,13.7,7
7.43333333333333,13.8666666666667,7
7,14.5,7
7,15.4,7
7,13.9666666666667,7
7.03333333333333,14.6666666666667,7
7,14.2333333333333,7
8.16666666666667,16.4666666666667,8.2
8.2,16.5,8.2
8.2,16.4333333333333,8.2
8.2,12.5,8.2
8.2,15.1666666666667,8.2
8.2,13.5333333333333,8.2
8.16666666666667,13.2333333333333,8.2
8.16666666666667,12.9333333333333,8.2
8.16666666666667,12.8666666666667,8.2
8.2,15.3,8.2
8.23333333333333,13.4,8.2
6.43333333333333,15.9666666666667,8.2
8.2,15.7,8.2
8.2,12.3333333333333,8.2
8.16666666666667,12.4666666666667,8.2
8.2,13.3,8.2
8.2,14.3666666666667,8.2
8.2,12.7,8.2
6.13333333333333,12.9333333333333,9.3
6.06666666666667,14.1666666666667,9.3
9.26666666666667,15.1,9.3
9.26666666666667,13.0333333333333,9.3
9.26666666666667,14.5666666666667,9.3
9.26666666666667,14.3666666666667,9.3
9.26666666666667,12.6333333333333,9.3
8.33333333333333,15.2333333333333,9.3
9.26666666666667,17.6,9.3
9.26666666666667,12.9666666666667,9.3
9.26666666666667,13.1666666666667,9.3
7.26666666666667,12.2333333333333,9.3
9.26666666666667,13.4666666666667,9.3
9.26666666666667,17.1333333333333,9.3
9.26666666666667,14.2,9.3
9.26666666666667,14.0333333333333,9.3
7.8,14.0333333333333,9.3
6.66666666666667,15.9,9.3
